"Postcode","Latitude","Longitude","District","Ward","Roads","Population","Households"
"CF15 9JA","51.548660","-3.277285","Cardiff","Pentyrch and St Fagans","Main Road","6","2"
"CF15 9JB","51.548840","-3.277290","Cardiff","Pentyrch and St Fagans","Main Road","5","3"
"CF15 9JD","51.549037","-3.277367","Cardiff","Pentyrch and St Fagans","Main Road","5","2"
"CF15 9JE","51.549189","-3.277400","Cardiff","Pentyrch and St Fagans","Main Road","4","2"
"CF15 9JF","51.549664","-3.277630","Cardiff","Pentyrch and St Fagans","Main Road","6","2"
"CF15 9JG","51.549771","-3.277705","Cardiff","Pentyrch and St Fagans","Main Road","6","3"
"CF15 9JH","51.550613","-3.277974","Cardiff","Pentyrch and St Fagans","Main Road","2","2"
"CF15 9JN","51.537333","-3.262952","Cardiff","Pentyrch and St Fagans","A470,B4262,Cardiff Road,Main Road,Viaduct Road","",""
"CF15 9JP","51.522107","-3.329067","Cardiff","Pentyrch and St Fagans","Llys Caradog","61","29"
"CF15 9JQ","51.520689","-3.327253","Cardiff","Pentyrch and St Fagans","Dol-Y-Felin,Ffordd Dinefwr,Maes-Y-Dderwen,Maes-Y-Gollen,Maes-Y-Rhedyn","60","27"
"CF15 9JR","51.519852","-3.322573","Cardiff","Pentyrch and St Fagans","Clos Llewellyn,Maes-Yr-Onnen","37","13"
"CF15 9JS","51.519618","-3.324166","Cardiff","Pentyrch and St Fagans","Clos Llewellyn,Maes-Y-Dderwen","66","29"
"CF15 9JT","51.520031","-3.323400","Cardiff","Pentyrch and St Fagans","Maes-Yr-Onnen","5","1"
"CF15 9JU","51.520580","-3.322608","Cardiff","Pentyrch and St Fagans","Maes-Yr-Hafod","42","17"
"CF15 9JW","51.521198","-3.325134","Cardiff","Pentyrch and St Fagans","Maes-Y-Gollen","43","13"
"CF15 9JX","51.520405","-3.325371","Cardiff","Pentyrch and St Fagans","Maes-Y-Rhedyn","30","9"
"CF15 9JY","51.520746","-3.326217","Cardiff","Pentyrch and St Fagans","Ffordd Dinefwr,Llys Dewi,Llys Gwynno,Llys Tudful","59","31"
"CF15 9JZ","51.521411","-3.326250","Cardiff","Pentyrch and St Fagans","Llys Tudful","38","19"
"CF15 9LG","51.519390","-3.297047","Cardiff","Pentyrch and St Fagans","Heol Y Parc,Lon Y Goch","6","2"
"CF15 9LJ","51.527188","-3.296087","Cardiff","Pentyrch and St Fagans","Parc St Catwg,Penuel Road","24","13"
"CF15 9LQ","51.521073","-3.323502","Cardiff","Pentyrch and St Fagans","Ffordd Dinefwr","22","8"
"CF15 9LW","51.521830","-3.324144","Cardiff","Pentyrch and St Fagans","Ffordd Dinefwr,Parc-Y-Coed","57","26"
"CF15 9LX","51.523095","-3.325204","Cardiff","Pentyrch and St Fagans","Parc-Y-Coed","62","23"
"CF15 9LY","51.522550","-3.326471","Cardiff","Pentyrch and St Fagans","Parc-Y-Coed","61","23"
"CF15 9LZ","51.522001","-3.326541","Cardiff","Pentyrch and St Fagans","Parc-Y-Coed","60","24"
"CF15 9NA","51.538790","-3.272077","Cardiff","Pentyrch and St Fagans","Heol Goch","4","2"
"CF15 9NB","51.524569","-3.301115","Cardiff","Pentyrch and St Fagans","Bronllwyn,Heol Y Parc","85","35"
"CF15 9NE","51.525700","-3.303786","Cardiff","Pentyrch and St Fagans","Heol Pant-Y-Gored","6","4"
"CF15 9NF","51.521644","-3.315129","Cardiff","Pentyrch and St Fagans","Heol Pant-Y-Gored,Station Road","54","23"
"CF15 9NG","51.524875","-3.323612","Cardiff","Pentyrch and St Fagans","Castle Close,The Terrace","64","21"
"CF15 9NH","51.523792","-3.321606","Cardiff","Pentyrch and St Fagans","Station Road","16","5"
"CF15 9NJ","51.526083","-3.324137","Cardiff","Pentyrch and St Fagans","Castle Close","55","21"
"CF15 9NL","51.521543","-3.321670","Cardiff","Pentyrch and St Fagans","Cardiff Road,Clos Darran Las,Parc-Y-Coed","136","50"
"CF15 9NN","51.526794","-3.328929","Cardiff","Pentyrch and St Fagans","Heol Creigiau,Heol Dowlais,Heol Pant-Y-Gored,Parc-Y-Fro,Tregarth Court,Tyn-Y-Coed Road,Tynant Road","109","33"
"CF15 9NP","51.533506","-3.303634","Cardiff","Pentyrch and St Fagans","Tyn-Y-Coed Road","34","13"
"CF15 9NQ","51.538934","-3.304755","Cardiff","Pentyrch and St Fagans","","29","11"
"CF15 9NR","51.531080","-3.297812","Cardiff","Pentyrch and St Fagans","Mountain Road","16","12"
"CF15 9NS","51.539634","-3.297565","Cardiff","Pentyrch and St Fagans","","16","5"
"CF15 9NT","51.524158","-3.323404","Cardiff","Pentyrch and St Fagans","Station Road,The Terrace","22","7"
"CF15 9NU","51.525350","-3.326956","Cardiff","Pentyrch and St Fagans","Parc Castell-Y-Mynach","92","33"
"CF15 9NW","51.524563","-3.326630","Cardiff","Pentyrch and St Fagans","Parc Castell-Y-Mynach","59","26"
"CF15 9NX","51.517539","-3.316351","Cardiff","Pentyrch and St Fagans","Brummell Drive,Cardiff Road","47","20"
"CF15 9NY","51.518346","-3.317312","Cardiff","Pentyrch and St Fagans","Cardiff Road,Queen Charlotte Drive","34","14"
"CF15 9NZ","51.523820","-3.327848","Cardiff","Pentyrch and St Fagans","Parc Castell-Y-Mynach","36","19"
"CF15 9PA","51.522924","-3.329192","Cardiff","Pentyrch and St Fagans","Ffordd Dinefwr,Parc-Y-Felin","68","29"
"CF15 9PB","51.523598","-3.328418","Cardiff","Pentyrch and St Fagans","Parc-Y-Felin","95","36"
"CF15 9PD","51.519517","-3.305901","Cardiff","Pentyrch and St Fagans","Heol Y Parc","12","8"
"CF15 9PE","51.522509","-3.323745","Cardiff","Pentyrch and St Fagans","Green Acre","13","5"
"CF15 9PF","51.531918","-3.291161","Cardiff","Pentyrch and St Fagans","Clos Cefn Bychan","18","9"
"CF15 9PG","51.531787","-3.293248","Cardiff","Pentyrch and St Fagans","Cefn Bychan,Heol Goch","66","27"
"CF15 9PH","51.540144","-3.288885","Cardiff","Pentyrch and St Fagans","Heol Goch","",""
"CF15 9PJ","51.531927","-3.292805","Cardiff","Pentyrch and St Fagans","Cefn Bychan","3","1"
"CF15 9PL","51.532243","-3.291891","Cardiff","Pentyrch and St Fagans","Cefn Bychan","12","5"
"CF15 9PN","51.531500","-3.296483","Cardiff","Pentyrch and St Fagans","Berthlwyd,Caerau Lane,Heol Goch,Main Road","27","10"
"CF15 9PP","51.531229","-3.294962","Cardiff","Pentyrch and St Fagans","Berthlwyd","19","8"
"CF15 9PQ","51.531293","-3.297256","Cardiff","Pentyrch and St Fagans","Heol Goch","10","3"
"CF15 9PR","51.516548","-3.315689","Cardiff","Pentyrch and St Fagans","Bryn Briallu,Cardiff Road","",""
"CF15 9PS","51.532081","-3.298388","Cardiff","Pentyrch and St Fagans","","30","12"
"CF15 9PT","51.530873","-3.299493","Cardiff","Pentyrch and St Fagans","Bronllwyn,Heol Y Pentre","23","7"
"CF15 9PU","51.531336","-3.299059","Cardiff","Pentyrch and St Fagans","Bronllwyn","6","2"
"CF15 9PW","51.530838","-3.298613","Cardiff","Pentyrch and St Fagans","Bronllwyn,Heol Y Pentre","6","4"
"CF15 9PX","51.530396","-3.298672","Cardiff","Pentyrch and St Fagans","Field Terrace","26","12"
"CF15 9PY","51.530691","-3.301261","Cardiff","Pentyrch and St Fagans","Heol-Y-Bryn","32","14"
"CF15 9PZ","51.531281","-3.301595","Cardiff","Pentyrch and St Fagans","Heol Penllwyn","14","6"
"CF15 9QA","51.530794","-3.302504","Cardiff","Pentyrch and St Fagans","Heol Gam","55","24"
"CF15 9QB","51.530808","-3.294806","Cardiff","Pentyrch and St Fagans","Berthlwyd,Fairmeadow,Heol Danyrodyn","67","23"
"CF15 9QD","51.530111","-3.294425","Cardiff","Pentyrch and St Fagans","Field Terrace,Heol Danyrodyn,Heol Y Pentre,Lon-Y-Fro","57","24"
"CF15 9QE","51.529610","-3.294181","Cardiff","Pentyrch and St Fagans","Caerau Lane,Chartwell Court,Heol Y Pentre","65","27"
"CF15 9QF","51.525473","-3.293386","Cardiff","Pentyrch and St Fagans","Church Road,Heol Y Pentre,Parc St Catwg,Penuel Road","66","28"
"CF15 9QG","51.526279","-3.293654","Cardiff","Pentyrch and St Fagans","Church Road","5","3"
"CF15 9QH","51.526275","-3.294043","Cardiff","Pentyrch and St Fagans","Church Road","6","2"
"CF15 9QJ","51.526769","-3.298958","Cardiff","Pentyrch and St Fagans","Bronllwyn,Penuel Road","67","27"
"CF15 9QL","51.528168","-3.300151","Cardiff","Pentyrch and St Fagans","Bronllwyn,Heol-Y-Bryn","113","43"
"CF15 9QN","51.520297","-3.283294","Cardiff","Pentyrch and St Fagans","Caerau Lane,Church Road,Heol Pant-Y-Gored","16","6"
"CF15 9QP","51.533235","-3.299733","Cardiff","Pentyrch and St Fagans","Mountain Road,Pen-Y-Waun,Tyn-Y-Coed Road","61","24"
"CF15 9QQ","51.531965","-3.303215","Cardiff","Pentyrch and St Fagans","Heol Gam,Heol Penllwyn,Maes-Y-Sarn","142","53"
"CF15 9QR","51.532488","-3.301442","Cardiff","Pentyrch and St Fagans","Maes-Y-Sarn","144","59"
"CF15 9QS","51.529238","-3.298495","Cardiff","Pentyrch and St Fagans","Bryn Siriol,Bryn-Yr-Eglwys,Clos Caewal,Penmaes","85","31"
"CF15 9QT","51.530222","-3.298148","Cardiff","Pentyrch and St Fagans","Clos Caewal","15","5"
"CF15 9QU","51.529776","-3.298640","Cardiff","Pentyrch and St Fagans","Bryn Siriol","35","13"
"CF15 9QW","51.529496","-3.297118","Cardiff","Pentyrch and St Fagans","Bryn-Yr-Eglwys","25","10"
"CF15 9QX","51.527169","-3.295337","Cardiff","Pentyrch and St Fagans","Cefn Llan","14","5"
"CF15 9QY","51.530583","-3.293127","Cardiff","Pentyrch and St Fagans","Fairmeadow","86","35"
"CF15 9QZ","51.529763","-3.292498","Cardiff","Pentyrch and St Fagans","Chartwell Court","10","3"
"CF15 9RA","51.532197","-3.296849","Cardiff","Pentyrch and St Fagans","Clos Goch,Heol Goch","",""
"CF15 9SA","51.527323","-3.325067","Cardiff","Pentyrch and St Fagans","Parc-Y-Fro","82","35"
"CF15 9SB","51.528032","-3.325938","Cardiff","Pentyrch and St Fagans","Parc-Y-Fro","82","33"
"CF15 9SD","51.526754","-3.326867","Cardiff","Pentyrch and St Fagans","Parc-Y-Fro","85","34"
"CF15 9SE","51.527888","-3.328414","Cardiff","Pentyrch and St Fagans","Heol Creigiau,Parc-Y-Bryn","134","63"
"CF15 9SF","51.525227","-3.324343","Cardiff","Pentyrch and St Fagans","Heol Creigiau","21","19"
"CF15 9SG","51.533766","-3.334208","Cardiff","Pentyrch and St Fagans","Heol Creigiau","12","3"
"CF15 9SJ","51.533507","-3.298761","Cardiff","Pentyrch and St Fagans","Mountain Road,Pen-Y-Waun","117","38"
"CF15 9SL","51.524588","-3.325218","Cardiff","Pentyrch and St Fagans","Clos Darran Las","9","4"
"CF15 9SN","51.521216","-3.329963","Cardiff","Pentyrch and St Fagans","Dol-Y-Felin,Tynant Road","90","30"
"CF15 9SP","51.542366","-3.269869","Cardiff","Pentyrch and St Fagans","Heol Berry,Patmore Close,River Glade","193","67"
"CF15 9SQ","51.521425","-3.324161","Cardiff","Pentyrch and St Fagans","Old Farm Lane","9","3"
"CF15 9SR","51.541844","-3.269912","Cardiff","Pentyrch and St Fagans","Miles Court","64","38"
"CF15 9SS","51.534548","-3.261059","Cardiff","Pentyrch and St Fagans","Heol-Yr-Ynys","",""
"CF15 9ST","51.543207","-3.270239","Cardiff","Pentyrch and St Fagans","George Close","29","10"
"CF15 9SU","51.543727","-3.271162","Cardiff","Pentyrch and St Fagans","Patmore Close","25","7"
"CF15 9SY","51.525359","-3.330142","Cardiff","Pentyrch and St Fagans","Heol Creigiau,Tregarth Court","36","16"
"CF15 9SZ","51.525839","-3.329046","Cardiff","Pentyrch and St Fagans","Tregarth Close","29","12"
"CF15 9TA","51.528558","-3.297438","Cardiff","Pentyrch and St Fagans","Ael-Y-Bryn,Bronhaul,Cefn Penuel","118","42"
"CF15 9TB","51.527579","-3.298952","Cardiff","Pentyrch and St Fagans","Cefn Penuel","67","24"
"CF15 9TD","51.528165","-3.298810","Cardiff","Pentyrch and St Fagans","Ael-Y-Bryn","20","6"
"CF15 9TE","51.528600","-3.295219","Cardiff","Pentyrch and St Fagans","Lon-Y-Fro,Pantbach,Penffordd","62","29"
"CF15 9TF","51.527847","-3.296653","Cardiff","Pentyrch and St Fagans","Brodeg","28","10"
"CF15 9TG","51.527906","-3.296223","Cardiff","Pentyrch and St Fagans","Pantbach","19","7"
"CF15 9TH","51.528520","-3.293530","Cardiff","Pentyrch and St Fagans","Pantglas","43","17"
"CF15 9TJ","51.529551","-3.295462","Cardiff","Pentyrch and St Fagans","Panteg,Penffordd","28","15"
"CF15 9TL","51.528895","-3.295386","Cardiff","Pentyrch and St Fagans","Panteg","25","10"
"CF15 9TN","51.530678","-3.299199","Cardiff","Pentyrch and St Fagans","Bronllwyn","13","11"
"CF15 9TP","51.540381","-3.267997","Cardiff","Pentyrch and St Fagans","Llys Tripp,School Lane","64","45"
"CF15 9TQ","51.520640","-3.322048","Cardiff","Pentyrch and St Fagans","Maes Cadwgan","77","29"
"CF15 9TR","51.539460","-3.267438","Cardiff","Pentyrch and St Fagans","South Glade","50","23"
"CF15 9TS","51.539135","-3.266780","Cardiff","Pentyrch and St Fagans","South Glade","",""
"CF15 9TT","51.539447","-3.266198","Cardiff","Pentyrch and St Fagans","Ffordd Yr Afon","75","22"
"CF15 9TU","51.540119","-3.266418","Cardiff","Pentyrch and St Fagans","Banc Yr Afon","56","16"
"CF15 9XF","51.538753","-3.264679","Cardiff","Pentyrch and St Fagans","Viaduct Road","",""
"CF15 9XG","51.538598","-3.264876","Cardiff","Pentyrch and St Fagans","Viaduct Road","",""
"CF23 0AS","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0BP","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0DB","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0DF","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0DS","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0DT","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0ES","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0FH","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0FP","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0FQ","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0FR","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0GP","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0GU","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0HB","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0JW","51.502015","-3.117381","Cardiff","Trowbridge","Spring Meadow Road","",""
"CF23 0LE","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LG","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LH","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LJ","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LN","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LP","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LQ","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LR","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LU","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LX","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 0LY","51.502015","-3.117381","Cardiff","Trowbridge","","",""
"CF23 5AA","51.494617","-3.155157","Cardiff","Penylan","Deri Road,Stallcourt Avenue,Waterloo Gardens,Waterloo Road","42","15"
"CF23 5AB","51.494987","-3.153279","Cardiff","Penylan","Deri Road,Waterloo Close,Waterloo Gardens","96","38"
"CF23 5AD","51.493755","-3.156014","Cardiff","Penylan","Marlborough Road,Sandringham Road,Waterloo Road","26","12"
"CF23 5AE","51.495464","-3.155928","Cardiff","Penylan","Waterloo Road","50","16"
"CF23 5AF","51.496421","-3.155520","Cardiff","Penylan","Deri Road,Kimberley Road","85","34"
"CF23 5AG","51.496136","-3.155282","Cardiff","Penylan","Westville Road","86","38"
"CF23 5AH","51.495637","-3.154780","Cardiff","Penylan","Deri Road","68","27"
"CF23 5AJ","51.495451","-3.154472","Cardiff","Penylan","Deri Road","56","23"
"CF23 5AL","51.495248","-3.154122","Cardiff","Penylan","Stallcourt Avenue","63","26"
"CF23 5AN","51.495162","-3.153716","Cardiff","Penylan","Stallcourt Avenue,Stallcourt Close","51","24"
"CF23 5AP","51.493856","-3.152127","Cardiff","Penylan","Newminster Road","49","21"
"CF23 5AQ","51.493434","-3.152995","Cardiff","Penylan","Newminster Road,Sturminster Road","75","33"
"CF23 5AR","51.492886","-3.152895","Cardiff","Penylan","Axminster Road,St Margaret's Crescent","103","37"
"CF23 5AS","51.492222","-3.151827","Cardiff","Penylan","Minster Road","46","14"
"CF23 5AT","51.492218","-3.153138","Cardiff","Penylan","Southminster Road","120","41"
"CF23 5AU","51.493117","-3.154125","Cardiff","Penylan","St Margaret's Crescent","13","7"
"CF23 5AW","51.493383","-3.154478","Cardiff","Penylan","Church Terrace","15","4"
"CF23 5AX","51.493700","-3.154270","Cardiff","Penylan","Church Terrace,Waterloo Gardens","34","25"
"CF23 5AY","51.499769","-3.162520","Cardiff","Penylan","","14","10"
"CF23 5AZ","51.499920","-3.161818","Cardiff","Penylan","Ty-Gwyn Road","18","12"
"CF23 5BA","51.496262","-3.164303","Cardiff","Penylan","Pen-Y-Lan Road","8","4"
"CF23 5BB","51.496288","-3.163555","Cardiff","Penylan","Balaclava Road","88","30"
"CF23 5BD","51.495850","-3.162333","Cardiff","Penylan","Alma Road","99","27"
"CF23 5BE","51.495693","-3.161840","Cardiff","Penylan","Cressy Road,Sandringham Road","75","19"
"CF23 5BF","51.506352","-3.166073","Cardiff","Penylan","Ty-Gwyn Road","",""
"CF23 5BG","51.496715","-3.163061","Cardiff","Penylan","Sandringham Road","8","3"
"CF23 5BH","51.495729","-3.160962","Cardiff","Penylan","Sandringham Road","22","8"
"CF23 5BJ","51.494983","-3.159113","Cardiff","Penylan","Grenville Road,Sandringham Road","34","13"
"CF23 5BL","51.494337","-3.157124","Cardiff","Penylan","Sandringham Road","36","17"
"CF23 5BN","51.494718","-3.159582","Cardiff","Penylan","Agincourt Road","27","8"
"CF23 5BP","51.494194","-3.157927","Cardiff","Penylan","Grenville Road","25","11"
"CF23 5BQ","51.493971","-3.156898","Cardiff","Penylan","Trafalgar Road","30","15"
"CF23 5BR","51.494465","-3.162413","Cardiff","Penylan","Blenheim Road","4","2"
"CF23 5BS","51.495417","-3.160680","Cardiff","Penylan","Agincourt Road,Blenheim Road","15","5"
"CF23 5BT","51.495468","-3.162756","Cardiff","Penylan","Marlborough Road","75","50"
"CF23 5BU","51.494105","-3.158774","Cardiff","Penylan","Agincourt Road,Blenheim Road,Marlborough Road","73","26"
"CF23 5BW","51.493504","-3.156786","Cardiff","Penylan","Marlborough Road","31","10"
"CF23 5BX","51.495096","-3.163179","Cardiff","Penylan","Balaclava Road,Blenheim Road,Marlborough Road","138","76"
"CF23 5BY","51.493988","-3.159751","Cardiff","Penylan","Agincourt Road,Marlborough Road","121","43"
"CF23 5BZ","51.493179","-3.156936","Cardiff","Penylan","Marlborough Road","42","19"
"CF23 5DA","51.499604","-3.161939","Cardiff","Penylan","Ty-Gwyn Road","40","39"
"CF23 5DD","51.497030","-3.163055","Cardiff","Penylan","Westville Walk","",""
"CF23 5DE","51.496562","-3.161300","Cardiff","Penylan","Ladysmith Road,Westville Road","43","18"
"CF23 5DF","51.495525","-3.157917","Cardiff","Penylan","Sandringham Road,Westville Road","95","40"
"CF23 5DG","51.497873","-3.161434","Cardiff","Penylan","Harrismith Road","70","32"
"CF23 5DH","51.497194","-3.161921","Cardiff","Penylan","Kimberley Road","79","27"
"CF23 5DJ","51.496816","-3.161018","Cardiff","Penylan","Kimberley Road","69","24"
"CF23 5DL","51.496579","-3.159557","Cardiff","Penylan","Kimberley Road","88","34"
"CF23 5DN","51.495805","-3.157795","Cardiff","Penylan","Kimberley Road","62","24"
"CF23 5DP","51.496114","-3.157529","Cardiff","Penylan","Kimberley Road","43","20"
"CF23 5DQ","51.497740","-3.160408","Cardiff","Penylan","Mafeking Road","105","41"
"CF23 5DR","51.496348","-3.158356","Cardiff","Penylan","Blenheim Road","22","5"
"CF23 5DS","51.496998","-3.157191","Cardiff","Penylan","Blenheim Road,Ilton Road","24","9"
"CF23 5DT","51.497493","-3.159926","Cardiff","Penylan","Ladysmith Road","91","35"
"CF23 5DU","51.497491","-3.158255","Cardiff","Penylan","Ilton Road","102","39"
"CF23 5DW","51.497001","-3.158733","Cardiff","Penylan","Amesbury Road","94","39"
"CF23 5DX","51.496700","-3.157385","Cardiff","Penylan","Amesbury Road","67","27"
"CF23 5DY","51.496902","-3.155964","Cardiff","Penylan","Amesbury Road","26","14"
"CF23 5DZ","51.497265","-3.156564","Cardiff","Penylan","Blenheim Road,Waterloo Road","22","8"
"CF23 5EA","51.496136","-3.153409","Cardiff","Penylan","Deri Close","22","13"
"CF23 5EB","51.495722","-3.152607","Cardiff","Penylan","Deri Road,Stallcourt Close","27","19"
"CF23 5ED","51.495075","-3.151553","Cardiff","Penylan","Waterloo Close","34","25"
"CF23 5EE","51.496446","-3.165777","Cardiff","Plasnewydd","Bangor Lane,Lochaber Street,Ninian Road","91","59"
"CF23 5EF","51.496939","-3.166798","Cardiff","Plasnewydd","Ninian Road","62","39"
"CF23 5EG","51.497487","-3.167777","Cardiff","Plasnewydd","Montgomery Street,Ninian Road,Pen-Y-Wain Place","55","26"
"CF23 5EH","51.498025","-3.168771","Cardiff","Plasnewydd","Ninian Road,Pen-Y-Wain Place,Werfa Street","100","27"
"CF23 5EJ","51.498429","-3.169732","Cardiff","Plasnewydd","Ninian Road","55","26"
"CF23 5EL","51.498922","-3.170868","Cardiff","Plasnewydd","Hendy Street,Kelvin Road,Ninian Road","90","51"
"CF23 5EN","51.499564","-3.172282","Cardiff","Plasnewydd","Alder Road,Boverton Street,Kelvin Road,Morlais Street,Ninian Road","73","25"
"CF23 5EP","51.500084","-3.173333","Cardiff","Plasnewydd","Ninian Road","24","15"
"CF23 5EQ","51.500809","-3.174576","Cardiff","Plasnewydd","Ninian Road,Tydfil Place","53","15"
"CF23 5ER","51.501501","-3.175487","Cardiff","Plasnewydd","Ninian Road","42","15"
